Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
226,Stacking,PC,2012,Puzzle,Double Fine Productions  ,Double Fine Productions  ,,,,,,,
227,Lumines: Electronic Symphony,PSV,2012,Puzzle,Ubisoft  ,Q Entertainment  ,,,0.09,0.1,0.01,0.05,0.24
228,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco  ,Full-Fat  ,,,0.17,0.06,,0.0,0.24
229,Cradle of Rome,DS,2008,Puzzle,D3 Publisher  ,cerasus.media GmbH  ,,,0.05,0.16,,0.03,0.24
230,Energy Cycle,PC,2016,Puzzle,Sometimes You  ,Sometimes You  ,,,,,,,
231,Scrabble (Others sales),DS,2009,Puzzle,Electronic Arts  ,Electronic Arts  ,,,,0.24,,,0.24
232,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ  ,THQ  ,,,0.22,,,0.02,0.24
233,Angry Birds,PC,2011,Puzzle,Unknown  ,Rovio Mobile  ,,,,0.19,,0.05,0.23
234,Jewels of the Tropical Lost Island,DS,2010,Puzzle,City Interactive  ,TBA  ,,,0.11,0.1,,0.02,0.23
235,Meteos,DS,2005,Puzzle,Nintendo  ,Q Entertainment  ,8.8,,0.15,0.01,0.06,0.01,0.23
236,Angry Birds: Star Wars,PS4,2013,Puzzle,Activision  ,Exient Entertainment  ,,,0.11,0.09,,0.04,0.23
237,Me & My Katamari,PSP,2006,Puzzle,Namco  ,Namco  ,7.2,,0.13,0.01,0.08,,0.23
238,Tetris 2 (weekly jp sales),GB,1993,Puzzle,Nintendo  ,Nintendo  ,,,,,0.23,0.0,0.23
