Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
165,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo  ,Nintendo  ,,,0.46,0.17,0.24,0.02,0.89
166,CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft  ,Telltale Games  ,,,0.36,0.43,,0.1,0.89
167,Minecraft: Story Mode,PS4,2015,Adventure,Mojang  ,Telltale Games  ,,,0.31,0.42,,0.14,0.87
168,HuniePop,PC,N/A,Adventure,Unknown  ,HuniePot  ,,,,,,,
169,Harry Potter and the Order of the Phoenix,DS,2007,Adventure,Electronic Arts  ,Visual Impact  ,,,0.28,0.46,,0.1,0.84
170,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo  ,Nintendo R&D1  ,8.9,,0.6,0.22,,0.01,0.84
171,Scooby-Doo! First Frights,DS,2009,Adventure,Warner Bros. Interactive  ,Torus Games  ,,,0.6,0.16,,0.07,0.83
172,Mega Man Legends,PS,1998,Adventure,Capcom  ,Capcom  ,,,0.39,0.26,0.12,0.05,0.83
173,MediEvil,PS,1998,Adventure,Sony Computer Entertainment  ,SCEE Cambridge  ,,,0.46,0.31,,0.05,0.83
174,Casper,PS,1996,Adventure,Interplay  ,Funcom  ,4.9,,0.46,0.31,,0.05,0.83
175,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment  ,SCEE  ,6.5,,0.19,0.42,,0.22,0.82
176,The Walking Dead: A Telltale Games Series,PS3,2012,Adventure,Telltale Games  ,Telltale Games  ,,,0.4,0.25,0.03,0.14,0.82
177,Professor Layton vs Ace Attorney,3DS,2014,Adventure,Nintendo  ,Level 5  ,8.1,,0.2,0.27,0.3,0.04,0.82
178,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft  ,ChunSoft  ,,,,,0.81,,0.81
179,The Legend of Zelda: Four Swords Adventures,GC,2004,Adventure,Nintendo  ,Nintendo EAD  ,8.4,,0.63,0.16,,0.02,0.81
180,The 7th Guest,PC,1993,Adventure,Virgin Interactive  ,Trilobyte  ,,,0.03,0.77,,,0.8
181,Yakuza 6: The Song of Life,PS4,2018,Adventure,Sega  ,Sega  ,,,0.16,0.1,0.38,0.05,0.69
182,Prince of Persia: Warrior Within,XB,2004,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.48,0.28,,0.04,0.8
183,The Godfather II,X360,2009,Adventure,Electronic Arts  ,EA Redwood Shores  ,6.2,,0.47,0.23,0.01,0.08,0.79
184,Drawn to Life,DS,2007,Adventure,THQ  ,5TH Cell  ,,,0.71,0.01,,0.06,0.78
185,Minecraft: Story Mode,XOne,2015,Adventure,Mojang  ,Telltale Games  ,,,0.46,0.24,,0.07,0.77
186,That's So Raven,GBA,2004,Adventure,Buena Vista  ,Disney Interactive  ,,,0.54,0.2,,0.01,0.76
187,The Walking Dead: A Telltale Games Series,X360,2012,Adventure,Telltale Games  ,Telltale Games  ,,,0.55,0.13,,0.07,0.76
188,Broken Sword II: The Smoking Mirror,All,1997,Adventure,Virgin Interactive  ,Revolution Software  ,,,,,,,
189,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft  ,Ubisoft Paris  ,,,0.21,0.46,,0.08,0.75
190,Deponia,PC,2012,Adventure,Daedalic Entertainment  ,Daedalic Entertainment  ,,,,0.13,,0.02,0.14
191,The Godfather II,PS3,2009,Adventure,Electronic Arts  ,EA Redwood Shores  ,6.4,,0.41,0.21,0.01,0.1,0.74
192,iCarly,DS,2009,Adventure,Activision  ,"Human Soft, Inc.  ",,,0.67,0.01,,0.05,0.73
193,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ  ,ImaginEngine Corp.  ,,,0.67,,,0.06,0.73
194,Yakuza 2,PS2,2008,Adventure,Sega  ,Sega  ,7.9,,0.05,0.04,0.84,0.16,1.09
195,LEGO Harry Potter: Years 1-4,PSP,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.5,,0.14,0.38,,0.19,0.71
196,Ace Attorney Investigations: Miles Edgeworth,DS,2010,Adventure,Capcom  ,Capcom  ,7.7,,0.23,0.14,0.3,0.04,0.7
197,Viscera Cleanup Detail,PC,N/A,Adventure,Unknown  ,RuneStorm  ,,,,,,,
198,Egypt,Series,1997,Adventure,Cryo Interactive  ,Cryo Interactive  ,,,,,,,
199,Gone Home,All,2013,Adventure,The Fullbright Company  ,The Fullbright Company  ,,,,,,,
200,Kameo: Elements of Power,X360,2005,Adventure,Microsoft Game Studios  ,Rare Ltd.  ,7.7,,0.28,0.03,0.0,0.03,0.34
201,Hannah Montana: The Movie,DS,2009,Adventure,Disney Interactive Studios  ,n-Space  ,,,0.38,0.25,,0.07,0.7
202,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo  ,Nintendo EAD  ,6.6,,0.37,0.14,0.17,0.01,0.7
203,Harry Potter and the Chamber of Secrets,GC,2002,Adventure,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.53,0.14,,0.02,0.69
204,Prince of Persia: The Two Thrones,PS2,2005,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.57,0.02,,0.09,0.68
205,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,2005,Adventure,Buena Vista  ,Amaze Entertainment  ,6.8,,0.48,0.18,,0.01,0.67
206,Hidden Objects: Mystery Stories,DS,2010,Adventure,Navarre Corp  ,cerasus.media GmbH  ,,,0.18,0.43,,0.05,0.66
207,Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco  ,Gorilla Systems  ,,,0.47,0.18,,0.01,0.66
208,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios  ,1st Playable Productions  ,,,0.39,0.21,,0.06,0.66
209,Harry Potter and the Goblet of Fire,PS2,2005,Adventure,Electronic Arts  ,Electronic Arts  ,6.7,,0.54,0.02,,0.09,0.65
210,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,Acclaim Entertainment  ,n-Space  ,,,0.36,0.24,,0.04,0.65
211,Yakuza Zero,PS4,2017,Adventure,Sega  ,Sega  ,,,0.22,0.16,0.19,0.08,0.65
212,Drawn to Life: The Next Chapter,DS,2009,Adventure,THQ  ,5TH Cell  ,7.4,,0.44,0.14,,0.06,0.65
213,Up,DS,2009,Adventure,THQ  ,THQ  ,,,0.3,0.27,,0.07,0.64
214,The Descendant,PC,N/A,Adventure,Unknown  ,Gaming Corps AB  ,,,,,,,
215,Condemned 2: Bloodshot,X360,2008,Adventure,Sega  ,Monolith Productions  ,8.2,,0.38,0.19,,0.06,0.63
216,Bolt,DS,2008,Adventure,Disney Interactive Studios  ,Avalanche Software  ,,,0.35,0.21,,0.06,0.62
217,Tomb Raider III: Adventures of Lara Croft,PC,1998,Adventure,Eidos Interactive  ,Core Design Ltd.  ,7.3,,0.59,0.03,,,0.62
218,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom  ,Capcom  ,7.9,,0.3,0.03,0.25,0.03,0.62
219,SpongeBob's Atlantis SquarePantis,Wii,2007,Adventure,THQ  ,Blitz Games  ,,,0.56,0.0,,0.05,0.62
220,Small Soldiers,PS,1998,Adventure,Electronic Arts  ,DreamWorks Interactive  ,,,0.34,0.23,,0.04,0.61
221,Machinarium,PC,2009,Adventure,Amanita Design  ,Amanita Design  ,8.0,,,0.09,,0.02,0.11
222,Harry Potter and the Goblet of Fire,GBA,2005,Adventure,Electronic Arts  ,Magic Pockets  ,6.0,,0.44,0.16,,0.01,0.61
223,L.A. Noire,PS4,2017,Adventure,Rockstar Games  ,Team Bondi  ,,,0.18,0.32,,0.1,0.6
224,The Golden Compass,DS,2007,Adventure,Sega  ,Shiny Entertainment  ,,,0.28,0.25,,0.06,0.6
225,The Golden Compass,Wii,2007,Adventure,Sega  ,Shiny Entertainment  ,,,0.26,0.28,,0.07,0.6
